TAXON_NAME,RECORD_KEY,SAMPLE_KEY,TAXON_VERSION_KEY,SENSITIVE,START_DATE,END_DATE,DATE_TYPE,SITE_KEY,EAST,NORTH,EAST_100,NORTH_100,PROJECTION,PRECISION,RECORDER,SOURCE,NON_NATIVE_SP,PROTECTED,TAXON_LIST_ITEM_KEY,AGENCY_AREA
Dicranota (Dicranota),B4W_4263592,230480,NBNSYS0100011345,F,01/08/1990,01/08/1990,D,68346,396340,364077,396300,364000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4263613,230486,NBNSYS0100011345,F,01/08/1990,01/08/1990,D,68350,392800,363300,392800,363300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4263627,230490,NBNSYS0100011345,F,01/08/1990,01/08/1990,D,68667,392200,364700,392200,364700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4263633,230495,NBNSYS0100011345,F,01/08/1990,01/08/1990,D,68352,389305,366183,389300,366100,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4263655,230545,NBNSYS0100011345,F,06/08/1990,06/08/1990,D,67130,394071,371673,394000,371600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4263742,230595,NBNSYS0100011345,F,07/08/1990,07/08/1990,D,67780,401300,396400,401300,396400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4263815,230644,NBNSYS0100011345,F,07/08/1990,07/08/1990,D,66542,375332,384059,375300,384000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4263832,230663,NBNSYS0100011345,F,09/08/1990,09/08/1990,D,67478,397500,410300,397500,410300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4757187,230668,NBNSYS0100011345,F,09/08/1990,09/08/1990,D,67171,399200,409000,399200,409000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4263894,230713,NBNSYS0100011345,F,10/08/1990,10/08/1990,D,67825,391900,405500,391900,405500,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4264744,230992,NBNSYS0100011345,F,06/09/1990,06/09/1990,D,66818,391952,408654,391900,408600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4264740,230987,NBNSYS0100011345,F,06/09/1990,06/09/1990,D,68431,392100,408700,392100,408700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4264869,231127,NBNSYS0100011345,F,17/09/1990,17/09/1990,D,69395,356800,359400,356800,359400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4264968,231207,NBNSYS0100011345,F,18/09/1990,18/09/1990,D,68700,406000,381000,406000,381000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4264993,231218,NBNSYS0100011345,F,18/09/1990,18/09/1990,D,67854,405000,387000,405000,387000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4264999,231221,NBNSYS0100011345,F,18/09/1990,18/09/1990,D,67855,402900,387200,402900,387200,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4265010,231227,NBNSYS0100011345,F,18/09/1990,18/09/1990,D,67853,400805,386884,400800,386800,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265020,231246,NBNSYS0000008589,F,24/09/1990,24/09/1990,D,68727,324700,388000,324700,388000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265062,231261,NBNSYS0000008589,F,24/09/1990,24/09/1990,D,69498,334397,383182,334300,383100,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265071,231264,NBNSYS0000008589,F,24/09/1990,24/09/1990,D,67440,333076,381279,333000,381200,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4265072,231264,NBNSYS0100011345,F,24/09/1990,24/09/1990,D,67440,333076,381279,333000,381200,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265079,231265,NBNSYS0000008589,F,24/09/1990,24/09/1990,D,67439,333794,380661,333700,380600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4757323,231267,NBNSYS0000008589,F,24/09/1990,24/09/1990,D,68854,334600,379500,334600,379500,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4750410,231270,NBNSYS0000008589,F,24/09/1990,24/09/1990,D,65839,335400,378500,335400,378500,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4757325,231280,NBNSYS0000008589,F,25/09/1990,25/09/1990,D,68073,337700,374700,337700,374700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4265344,231323,NBNSYS0100011345,F,26/09/1990,26/09/1990,D,68139,383596,423275,383500,423200,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265128,231285,NBNSYS0000008589,F,25/09/1990,25/09/1990,D,69198,329100,385200,329100,385200,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4265219,231300,NBNSYS0100011345,F,26/09/1990,26/09/1990,D,66783,387000,424600,387000,424600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4265242,231304,NBNSYS0100011345,F,26/09/1990,26/09/1990,D,66891,387500,423300,387500,423300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265849,231518,NBNSYS0000008589,F,04/10/1990,04/10/1990,D,67579,390685,413722,390600,413700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265859,231526,NBNSYS0000008589,F,04/10/1990,04/10/1990,D,68414,389100,413300,389100,413300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265893,231563,NBNSYS0000008589,F,04/10/1990,04/10/1990,D,68216,388300,418000,388300,418000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265873,231544,NBNSYS0000008589,F,04/10/1990,04/10/1990,D,67734,393928,411386,393900,411300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4265924,231595,NBNSYS0100011345,F,09/10/1990,09/10/1990,D,67693,385528,414155,385500,414100,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265960,231623,NBNSYS0000008589,F,09/10/1990,09/10/1990,D,69398,380637,407607,380600,407600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4265968,231631,NBNSYS0000008589,F,09/10/1990,09/10/1990,D,67419,382600,408000,382600,408000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4266077,231720,NBNSYS0000008589,F,12/10/1990,12/10/1990,D,68316,376418,353953,376400,353900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4266099,231740,NBNSYS0000008589,F,13/10/1990,13/10/1990,D,68331,365000,403100,365000,403100,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4266104,231745,NBNSYS0000008589,F,13/10/1990,13/10/1990,D,65847,365820,403658,365800,403600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4266112,231750,NBNSYS0000008589,F,13/10/1990,13/10/1990,D,68847,365000,400800,365000,400800,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4266210,231905,NBNSYS0000008589,F,18/10/1990,18/10/1990,D,65655,396613,390686,396600,390600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4266283,231941,NBNSYS0000008589,F,20/10/1990,20/10/1990,D,64098,365572,399204,365500,399200,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4757433,231948,NBNSYS0000008589,F,20/10/1990,20/10/1990,D,65782,372100,400700,372100,400700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4266762,232003,NBNSYS0100011345,F,24/10/1990,24/10/1990,D,66765,396400,365100,396400,365100,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4267665,232399,NBNSYS0100011345,F,13/11/1990,13/11/1990,D,67656,395057,417308,395000,417300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4757561,232408,NBNSYS0000008589,F,13/11/1990,13/11/1990,D,67337,391400,414900,391400,414900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4267684,232411,NBNSYS0100011345,F,13/11/1990,13/11/1990,D,67855,402900,387200,402900,387200,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4267692,232420,NBNSYS0000008589,F,13/11/1990,13/11/1990,D,67579,390685,413722,390600,413700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4267696,232428,NBNSYS0000008589,F,13/11/1990,13/11/1990,D,69443,388256,412741,388200,412700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4267700,232434,NBNSYS0000008589,F,13/11/1990,13/11/1990,D,68036,386155,411333,386100,411300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4267706,232447,NBNSYS0100011345,F,14/11/1990,14/11/1990,D,66783,387000,424600,387000,424600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4267723,232460,NBNSYS0000008589,F,14/11/1990,14/11/1990,D,68038,388878,413307,388800,413300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4267744,232480,NBNSYS0100011345,F,14/11/1990,14/11/1990,D,65634,402331,380073,402300,380000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4267788,232514,NBNSYS0100011345,F,14/11/1990,14/11/1990,D,67426,385374,412326,385300,412300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4267827,232547,NBNSYS0000008589,F,15/11/1990,15/11/1990,D,68035,381203,408437,381200,408400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Asellus aquaticus,B4W_4268801,232774,NBNSYS0000008589,F,03/12/1990,03/12/1990,D,65799,378100,415200,378100,415200,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4268814,232789,NBNSYS0100011345,F,04/12/1990,04/12/1990,D,69546,378700,424400,378700,424400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4268841,232916,NBNSYS0100011345,F,17/01/1991,17/01/1991,D,66978,397300,410400,397300,410400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Asellus aquaticus,B4W_5572075,232891,NBNSYS0000008589,F,20/12/1990,20/12/1990,D,63514,364700,397300,364700,397300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,NORTH WEST - SOUTH
Dicranota (Dicranota),B4W_4268862,232926,NBNSYS0100011345,F,17/01/1991,17/01/1991,D,65913,398500,407100,398500,407100,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045286,NORTH WEST - SOUTH
Atherix,B4W_6863058,424533,NBNSYS0000042243,F,01/04/2005,01/04/2005,D,65509,329134,489001,329100,489000,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042343,NORTH WEST - NORTH
Polycelis nigra,B4W_6862965,424536,NBNSYS0000013181,F,31/05/2005,31/05/2005,D,79603,497300,330600,497300,330600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100051323,ANGLIAN - NORTHERN
Asellus aquaticus,B4W_6863100,424539,NBNSYS0000008589,F,31/05/2005,31/05/2005,D,55554,499800,323400,499800,323400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,ANGLIAN - NORTHERN
Hydraena,B4W_6863107,424539,NBNSYS0000042276,F,31/05/2005,31/05/2005,D,55554,499800,323400,499800,323400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100047352,ANGLIAN - NORTHERN
Polycelis nigra,B4W_6863094,424539,NBNSYS0000013181,F,31/05/2005,31/05/2005,D,55554,499800,323400,499800,323400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100051323,ANGLIAN - NORTHERN
Theromyzon tessulatum,B4W_6863098,424539,NHMSYS0000068877,F,31/05/2005,31/05/2005,D,55554,499800,323400,499800,323400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100053946,ANGLIAN - NORTHERN
Navicula lanceolata,B4W_6863351,424562,NBNSYS0100013476,F,27/08/2003,27/08/2003,D,44349,454133,115950,454100,115900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100049331,SOUTHERN - SOLENT & S. DOWNS
Alboglossiphonia heteroclita,B4W_259358,5732,NHMSYS0000068872,F,04/10/1996,04/10/1996,D,153,463302,460990,463300,460900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100046636,NORTH EAST - YORKSHIRE
Diploneis,B4W_6862766,424526,NHMSYS0000547839,F,21/10/2004,21/10/2004,D,110242,454690,132380,454600,132300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045367,SOUTHERN - SOLENT & S. DOWNS
Diploneis,B4W_6862988,424534,NHMSYS0000547839,F,21/10/2004,21/10/2004,D,110245,445760,120630,445700,120600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045367,SOUTHERN - SOLENT & S. DOWNS
Navicula capitatoradiata,B4W_6863361,424562,NBNSYS0100013355,F,27/08/2003,27/08/2003,D,44349,454133,115950,454100,115900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100049211,SOUTHERN - SOLENT & S. DOWNS
Fragilaria capucina,B4W_6862775,424526,NBNSYS0100012004,F,21/10/2004,21/10/2004,D,110242,454690,132380,454600,132300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100046435,SOUTHERN - SOLENT & S. DOWNS
Fragilaria capucina,B4W_6863337,424562,NBNSYS0100012004,F,27/08/2003,27/08/2003,D,44349,454133,115950,454100,115900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100046435,SOUTHERN - SOLENT & S. DOWNS
Staurosirella pinnata,B4W_6862758,424526,NBNSYS0100015839,F,21/10/2004,21/10/2004,D,110242,454690,132380,454600,132300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100053295,SOUTHERN - SOLENT & S. DOWNS
Staurosirella pinnata,B4W_6862979,424534,NBNSYS0100015839,F,21/10/2004,21/10/2004,D,110245,445760,120630,445700,120600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100053295,SOUTHERN - SOLENT & S. DOWNS
Staurosirella pinnata,B4W_6863161,424540,NBNSYS0100015839,F,07/07/2003,07/07/2003,D,92698,438300,139300,438300,139300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100053295,SOUTHERN - SOLENT & S. DOWNS
Encyonema minutum,B4W_6862982,424534,NBNSYS0100011530,F,21/10/2004,21/10/2004,D,110245,445760,120630,445700,120600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045694,SOUTHERN - SOLENT & S. DOWNS
Navicula lanceolata,B4W_6863160,424540,NBNSYS0100013476,F,07/07/2003,07/07/2003,D,92698,438300,139300,438300,139300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100049331,SOUTHERN - SOLENT & S. DOWNS
Enteromorpha,B4W_6863116,424539,NBNSYS0000175140,F,31/05/2005,31/05/2005,D,55554,499800,323400,499800,323400,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045732,ANGLIAN - NORTHERN
Planothidium lanceolatum,B4W_6863354,424562,NBNSYS0100014625,F,27/08/2003,27/08/2003,D,44349,454133,115950,454100,115900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100051134,SOUTHERN - SOLENT & S. DOWNS
Planothidium lanceolatum,B4W_6862767,424526,NBNSYS0100014625,F,21/10/2004,21/10/2004,D,110242,454690,132380,454600,132300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100051134,SOUTHERN - SOLENT & S. DOWNS
Planothidium lanceolatum,B4W_6862978,424534,NBNSYS0100014625,F,21/10/2004,21/10/2004,D,110245,445760,120630,445700,120600,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100051134,SOUTHERN - SOLENT & S. DOWNS
Planothidium lanceolatum,B4W_6863166,424540,NBNSYS0100014625,F,07/07/2003,07/07/2003,D,92698,438300,139300,438300,139300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100051134,SOUTHERN - SOLENT & S. DOWNS
Staurosirella pinnata,B4W_6863356,424562,NBNSYS0100015839,F,27/08/2003,27/08/2003,D,44349,454133,115950,454100,115900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100053295,SOUTHERN - SOLENT & S. DOWNS
Encyonema minutum,B4W_6863680,424566,NBNSYS0100011530,F,27/08/2003,27/08/2003,D,43125,451817,114371,451800,114300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045694,SOUTHERN - SOLENT & S. DOWNS
Fragilaria capucina,B4W_6863677,424566,NBNSYS0100012004,F,27/08/2003,27/08/2003,D,43125,451817,114371,451800,114300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100046435,SOUTHERN - SOLENT & S. DOWNS
Navicula capitatoradiata,B4W_6863682,424566,NBNSYS0100013355,F,27/08/2003,27/08/2003,D,43125,451817,114371,451800,114300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100049211,SOUTHERN - SOLENT & S. DOWNS
Navicula lanceolata,B4W_6863672,424566,NBNSYS0100013476,F,27/08/2003,27/08/2003,D,43125,451817,114371,451800,114300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100049331,SOUTHERN - SOLENT & S. DOWNS
Planothidium lanceolatum,B4W_6863664,424566,NBNSYS0100014625,F,27/08/2003,27/08/2003,D,43125,451817,114371,451800,114300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100051134,SOUTHERN - SOLENT & S. DOWNS
Callitriche,B4W_6863576,424567,NBNSYS0000003615,F,21/04/2005,21/04/2005,D,43435,608971,154941,608900,154900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042860,SOUTHERN - KENT & E. SUSSEX
Cottus gobio,B4W_6863570,424567,NBNSYS0000005049,F,21/04/2005,21/04/2005,D,43435,608971,154941,608900,154900,OSGB,100,Environment Agency,BIOSYS,F,T,NBNSYS0100044560,SOUTHERN - KENT & E. SUSSEX
Iris pseudacorus,B4W_6863571,424567,NBNSYS0000002269,F,21/04/2005,21/04/2005,D,43435,608971,154941,608900,154900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100047652,SOUTHERN - KENT & E. SUSSEX
Zannichellia palustris,B4W_6863574,424567,NBNSYS0000002150,F,21/04/2005,21/04/2005,D,43435,608971,154941,608900,154900,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100054608,SOUTHERN - KENT & E. SUSSEX
Asellus aquaticus,B4W_6863628,424570,NBNSYS0000008589,F,18/06/2003,18/06/2003,D,43698,575890,147790,575800,147700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,SOUTHERN - KENT & E. SUSSEX
Dugesia,B4W_6863603,424570,NBNSYS0000188430,F,18/06/2003,18/06/2003,D,43698,575890,147790,575800,147700,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100045541,SOUTHERN - KENT & E. SUSSEX
Asellus aquaticus,B4W_6863840,424577,NBNSYS0000008589,F,31/05/2005,31/05/2005,D,55176,498100,416800,498100,416800,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100042296,ANGLIAN - NORTHERN
Fragilaria capucina,B4W_6864050,424585,NBNSYS0100012004,F,28/07/2004,28/07/2004,D,43125,451817,114371,451800,114300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100046435,SOUTHERN - SOLENT & S. DOWNS
Navicula lanceolata,B4W_6864072,424585,NBNSYS0100013476,F,28/07/2004,28/07/2004,D,43125,451817,114371,451800,114300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100049331,SOUTHERN - SOLENT & S. DOWNS
Planothidium lanceolatum,B4W_6864041,424585,NBNSYS0100014625,F,28/07/2004,28/07/2004,D,43125,451817,114371,451800,114300,OSGB,100,Environment Agency,BIOSYS,F,F,NBNSYS0100051134,SOUTHERN - SOLENT & S. DOWNS
